model,alg,rabinpairorder,workers,buchi,ltl,errmsg,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,autsize,rabinpairs,ftrans,formula,hoa

Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,530,OK,0.830,2017-04-26.15:50:10,0,5628,36602,5736,37072,0,0,9016,5734,5717,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.730,2017-04-26.15:50:11,3463,3482,33647,3530,3579,0,0,1,3530,19,1,2,14733,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,0.950,2017-04-26.15:50:12,0,7395,41873,7605,42787,0,0,11019,7604,7577,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.130,2017-04-26.15:50:14,0,26267,185417,26399,185996,0,0,53776,26398,26353,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.190,2017-04-26.15:50:16,3,103770,810179,104271,812651,0,5,252321,104266,103743,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,5025,OK,1.230,2017-04-26.15:50:17,7,101583,738162,101892,739492,2,29,225416,101868,100813,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.420,2017-04-26.15:50:18,1418,1435,12790,1482,1500,0,0,1,1482,17,1,2,5562,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,1.200,2017-04-26.15:50:20,0,22810,149829,22935,150388,0,0,41379,22929,22736,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,0.930,2017-04-26.15:50:22,0,7802,53910,8064,55096,0,0,15049,8064,8042,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.190,2017-04-26.15:50:23,5,112132,859923,112373,861120,0,9,268210,112373,111783,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,1179,OK,1.140,2017-04-26.15:50:25,0,18216,119028,18388,119815,0,0,33131,18385,18328,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,1.270,2017-04-26.15:50:27,11220,11226,130236,11324,11351,0,0,1,11324,17,1,2,60736,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,0.810,2017-04-26.15:50:28,0,5835,38018,5993,38753,0,0,10087,5993,5988,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.050,2017-04-26.15:50:30,0,7313,46416,7553,47562,0,0,10727,7553,7548,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.050,2017-04-26.15:50:31,2,13161,87905,13417,89099,0,2,24968,13404,13353,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,142,OK,0.580,2017-04-26.15:50:32,0,3090,18395,3318,19423,0,0,4327,3318,3317,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.580,2017-04-26.15:50:34,2248,2265,20575,2313,2334,0,0,1,2313,17,1,2,8593,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,0.710,2017-04-26.15:50:35,0,3387,21535,3684,23000,0,0,5503,3684,3680,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.180,2017-04-26.15:50:36,0,19817,136237,20003,137101,0,0,35588,20003,19979,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,0.450,2017-04-26.15:50:37,0,1939,11525,2191,12781,0,0,2613,2191,2190,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,105,OK,0.300,2017-04-26.15:50:38,0,888,5167,1030,5824,0,0,1177,1030,1028,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,1.040,2017-04-26.15:50:39,7230,7247,72379,7300,7324,0,0,1,7300,17,1,2,29065,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,1.020,2017-04-26.15:50:41,0,11746,76269,11874,76829,0,0,20410,11870,11843,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.270,2017-04-26.15:50:43,0,15412,108349,15715,109648,0,0,30625,15715,15661,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.260,2017-04-26.15:50:45,0,25270,173875,25610,175514,0,0,50330,25605,25404,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,350,OK,0.900,2017-04-26.15:50:46,0,5668,36989,5875,37925,0,0,9810,5857,5846,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.660,2017-04-26.15:50:47,2269,2287,24333,2331,2369,0,0,1,2331,18,1,2,11512,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,0.100,2017-04-26.15:50:47,0,49,236,235,1024,0,0,201,235,235,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,0.470,2017-04-26.15:50:48,0,2469,14365,2614,15012,0,0,3685,2614,2614,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.230,2017-04-26.15:50:50,0,52236,390885,52510,392244,0,0,115263,52510,52352,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,108,OK,0.520,2017-04-26.15:50:51,0,2806,17383,3002,18301,0,0,4321,3002,2989,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.610,2017-04-26.15:50:52,2296,2314,22169,2362,2407,0,0,1,2362,18,1,2,9735,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,1.070,2017-04-26.15:50:53,0,9271,60507,9577,61892,0,0,17660,9577,9343,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.350,2017-04-26.15:50:55,66,76199,555057,76423,556102,21,330,169654,76422,75030,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.080,2017-04-26.15:50:57,0,13727,97320,13922,98268,0,0,27111,13922,13915,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,1655,OK,1.220,2017-04-26.15:50:59,0,23450,165910,23915,168444,0,0,46149,23914,23849,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.870,2017-04-26.15:51:00,5715,5732,56746,5780,5799,0,0,1,5780,17,1,2,23428,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,1.160,2017-04-26.15:51:02,0,20248,134251,20459,135273,0,0,37027,20457,20426,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,1.070,2017-04-26.15:51:04,0,17973,118181,18213,119506,0,0,36467,18213,17984,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,0.440,2017-04-26.15:51:05,0,1981,11659,2171,12492,0,0,2954,2171,2171,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,1987,OK,1.190,2017-04-26.15:51:06,0,33748,246426,34035,247884,0,0,71921,34031,33972,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.830,2017-04-26.15:51:08,3219,3235,31752,3276,3299,0,0,1,3276,17,1,2,13380,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,0.360,2017-04-26.15:51:08,0,1237,7179,1481,8375,0,0,2060,1481,1480,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,0.480,2017-04-26.15:51:09,0,2033,12390,2199,13133,0,0,3075,2199,2199,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.070,2017-04-26.15:51:11,0,9582,69529,9826,70768,0,0,18021,9826,9807,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,ufscc,-1,16,tgba,654,OK,0.940,2017-04-26.15:51:12,1,10832,71929,11095,73212,1,0,19064,11095,11069,1,-1,-1,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3hoa,10,OK,0.640,2017-04-26.15:51:13,2786,2803,26464,2850,2871,0,1,1,2850,17,1,2,10497,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,ltl3dra,10,OK,1.290,2017-04-26.15:51:15,0,10017,69530,10232,70521,0,0,18214,10232,10181,1,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,rabinizer3,10,OK,0.900,2017-04-26.15:51:16,0,4415,28844,4621,29827,0,0,7035,4621,4614,2,1,0,-1,-1
Angiogenesis-PT-15_LTLC_2_,favoid,seq,16,tgbarabin,10,OK,1.140,2017-04-26.15:51:18,0,21856,153367,22069,154375,0,0,47097,22069,21716,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,1.840,2017-04-26.15:51:21,259556,259556,821302,356837,1140136,28,656284,0,356837,1449,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.170,2017-04-26.15:51:25,519112,519112,1642604,708198,1972575,24,1092188,0,708198,1433,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.780,2017-04-26.15:51:28,259556,259556,821302,349851,1118658,36,649327,0,349851,1443,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.910,2017-04-26.15:51:31,259556,259556,821302,327908,1048506,23,634099,0,327908,1426,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,1.900,2017-04-26.15:51:33,259556,259556,821302,350399,1119724,23,661879,0,350399,1435,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,1.760,2017-04-26.15:51:36,259556,259556,821302,314153,1004870,21,614408,0,314153,1454,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.080,2017-04-26.15:51:40,519112,519112,1642604,676216,1867352,28,1034400,0,676216,1421,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,2.220,2017-04-26.15:51:43,259556,259556,821302,418607,1342293,71,722575,0,418607,1456,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.980,2017-04-26.15:51:46,259556,259556,821302,347891,1116840,36,655938,0,347891,1452,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,1.890,2017-04-26.15:51:49,259556,259556,821302,360219,1150615,26,666512,0,360219,1424,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,1.820,2017-04-26.15:51:51,259556,259556,821302,347849,1111975,30,669342,0,347849,1417,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.100,2017-04-26.15:51:55,519112,519112,1642604,648651,1782452,22,1003822,0,648651,1432,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.980,2017-04-26.15:51:58,259556,259556,821302,344449,1102875,26,648436,0,344449,1443,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,2.100,2017-04-26.15:52:01,259556,259556,821302,344851,1101277,28,651124,0,344851,1453,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,1.950,2017-04-26.15:52:04,259556,259556,821302,342845,1094744,24,659272,0,342845,1429,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,1.980,2017-04-26.15:52:07,259556,259556,821302,373217,1200089,27,706181,0,373217,1429,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.170,2017-04-26.15:52:11,519112,519112,1642604,627110,1709980,26,969226,0,627110,1459,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.920,2017-04-26.15:52:13,259556,259556,821302,331762,1059585,23,642168,0,331762,1428,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.750,2017-04-26.15:52:16,259556,259556,821302,320999,1025601,25,627553,0,320999,1436,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,2.000,2017-04-26.15:52:19,259556,259556,821302,343900,1103356,33,653348,0,343900,1426,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,1.890,2017-04-26.15:52:21,259556,259556,821302,350638,1122401,29,653092,0,350638,1440,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,2.930,2017-04-26.15:52:25,519112,519112,1642604,612260,1668065,20,963179,0,612260,1413,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,2.110,2017-04-26.15:52:28,259556,259556,821302,381718,1230375,30,714843,0,381718,1430,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.910,2017-04-26.15:52:31,259556,259556,821302,315077,1009000,23,619518,0,315077,1411,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,2.220,2017-04-26.15:52:34,259556,259556,821302,380939,1221580,22,678719,0,380939,1442,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,2.370,2017-04-26.15:52:37,259556,259556,821302,390396,1252441,26,713031,0,390396,1441,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,2.990,2017-04-26.15:52:41,519112,519112,1642604,632021,1714242,20,962515,0,632021,1420,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.860,2017-04-26.15:52:44,259556,259556,821302,337633,1077567,23,647003,0,337633,1440,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.900,2017-04-26.15:52:47,259556,259556,821302,352198,1131106,29,665728,0,352198,1439,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,2.200,2017-04-26.15:52:50,259556,259556,821302,351551,1124959,25,660087,0,351551,1439,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,2.090,2017-04-26.15:52:53,259556,259556,821302,332662,1064574,23,643915,0,332662,1427,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.000,2017-04-26.15:52:57,519112,519112,1642604,649246,1776759,21,1005598,0,649246,1412,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.920,2017-04-26.15:53:00,259556,259556,821302,349567,1118434,30,668388,0,349567,1429,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.980,2017-04-26.15:53:02,259556,259556,821302,321675,1030620,22,630931,0,321675,1422,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,1.840,2017-04-26.15:53:05,259556,259556,821302,353279,1129231,26,672305,0,353279,1430,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,2.100,2017-04-26.15:53:08,259556,259556,821302,395706,1267378,32,717699,0,395706,1436,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.130,2017-04-26.15:53:12,519112,519112,1642604,678627,1869098,32,1035039,0,678627,1426,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.960,2017-04-26.15:53:15,259556,259556,821302,337057,1072087,42,641380,0,337057,1420,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.940,2017-04-26.15:53:18,259556,259556,821302,354984,1134803,32,669235,0,354984,1426,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,1.900,2017-04-26.15:53:20,259556,259556,821302,333327,1069056,22,646343,0,333327,1429,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,2.300,2017-04-26.15:53:24,259556,259556,821302,364049,1160106,35,682665,0,364049,1437,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,2.970,2017-04-26.15:53:27,519112,519112,1642604,633629,1724765,22,985342,0,633629,1424,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.900,2017-04-26.15:53:30,259556,259556,821302,350592,1121775,21,659399,0,350592,1434,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,2.320,2017-04-26.15:53:33,259556,259556,821302,325032,1038109,24,629640,0,325032,1426,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,2.080,2017-04-26.15:53:36,259556,259556,821302,341851,1089132,33,651256,0,341851,1438,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,ufscc,-1,16,tgba,-1,OK,2.190,2017-04-26.15:53:39,259556,259556,821302,349285,1118041,20,653538,0,349285,1439,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3hoa,-1,OK,3.160,2017-04-26.15:53:44,519112,519112,1642604,634976,1742205,23,993355,0,634976,1418,1,2,144847,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,ltl3dra,-1,OK,1.960,2017-04-26.15:53:46,259556,259556,821302,374160,1198811,38,696834,0,374160,1450,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,rabinizer3,-1,OK,1.870,2017-04-26.15:53:49,259556,259556,821302,350854,1122125,22,660338,0,350854,1441,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_2_,favoid,seq,16,tgbarabin,-1,OK,2.050,2017-04-26.15:53:52,259556,259556,821302,360491,1157687,29,671681,0,360491,1439,1,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,3.100,2017-04-26.15:53:56,778663,778663,2973829,999534,3969728,58,2545882,0,999534,1444,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.580,2017-04-26.15:54:00,519112,519112,1642604,684359,2190088,49,1303310,0,684359,1420,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.460,2017-04-26.15:54:03,519112,519112,1642604,667250,2130828,51,1269400,0,667250,1445,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.940,2017-04-26.15:54:07,778663,778663,2973829,1036696,4285651,54,2715086,0,1036696,1445,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,2.720,2017-04-26.15:54:10,778663,778663,2973829,928114,3645420,48,2440796,0,928114,1444,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.520,2017-04-26.15:54:14,519112,519112,1642604,643796,2051964,42,1252460,0,643796,1435,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.660,2017-04-26.15:54:18,519112,519112,1642604,656898,2101673,49,1268757,0,656898,1429,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.900,2017-04-26.15:54:22,778663,778663,2973829,930971,3662350,56,2433993,0,930971,1456,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,3.000,2017-04-26.15:54:26,778663,778663,2973829,948072,3740143,49,2473011,0,948072,1454,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.500,2017-04-26.15:54:29,519112,519112,1642604,670605,2150465,56,1301136,0,670605,1434,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.610,2017-04-26.15:54:33,519112,519112,1642604,694413,2230437,49,1313583,0,694413,1438,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.590,2017-04-26.15:54:36,778663,778663,2973829,918692,3645336,47,2442299,0,918692,1443,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,3.150,2017-04-26.15:54:40,778663,778663,2973829,1060891,4299058,67,2679906,0,1060891,1456,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.710,2017-04-26.15:54:44,519112,519112,1642604,653110,2084586,51,1275194,0,653110,1428,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.670,2017-04-26.15:54:48,519112,519112,1642604,724377,2327239,46,1374355,0,724377,1428,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.860,2017-04-26.15:54:51,778663,778663,2973829,930202,3728103,45,2480743,0,930202,1441,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,3.010,2017-04-26.15:54:55,778663,778663,2973829,1036104,4196859,50,2646026,0,1036104,1445,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.660,2017-04-26.15:54:59,519112,519112,1642604,710827,2278694,49,1342781,0,710827,1437,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.540,2017-04-26.15:55:03,519112,519112,1642604,696977,2232513,55,1310716,0,696977,1449,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.790,2017-04-26.15:55:06,778663,778663,2973829,947389,3732315,57,2480281,0,947389,1441,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,2.940,2017-04-26.15:55:10,778663,778663,2973829,1021310,4080295,53,2567717,0,1021310,1458,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.890,2017-04-26.15:55:14,519112,519112,1642604,729054,2342692,52,1344156,0,729054,1449,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.720,2017-04-26.15:55:18,519112,519112,1642604,671618,2152005,50,1297076,0,671618,1435,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,2.820,2017-04-26.15:55:22,778663,778663,2973829,972200,3877783,50,2517513,0,972200,1443,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,3.110,2017-04-26.15:55:26,778663,778663,2973829,1005785,4087536,45,2602315,0,1005785,1445,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,2.730,2017-04-26.15:55:30,519112,519112,1642604,663603,2122263,45,1291478,0,663603,1437,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.670,2017-04-26.15:55:33,519112,519112,1642604,690832,2212896,48,1311869,0,690832,1446,3,2,8,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,tgbarabin,-1,OK,3.080,2017-04-26.15:55:37,778663,778663,2973829,975406,3865893,46,2514775,0,975406,1433,4,1,0,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,ufscc,-1,16,tgba,-1,OK,2.810,2017-04-26.15:55:41,778663,778663,2973829,998403,3985622,49,2578453,0,998403,1450,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,ltl3dra,-1,OK,3.120,2017-04-26.15:55:45,519112,519112,1642604,781838,2523633,52,1442033,0,781838,1450,3,2,3,-1,-1
BridgeAndVehicles-PT-V10P10N10_LTLC_8_,favoid,seq,16,rabinizer3,-1,OK,2.670,2017-04-26.15:55:49,519112,519112,1642604,664481,2123859,51,1285260,0,664481,1443,3,2,8,-1,-1
